,Location_Ultrasonic_Flow,accumulated_volume,calc,BatchVolumeInPipeline,BatchVolumeInSegment,BatchVolume,Location_Density,Location_Discharge_Pressure,Downstream_Valve_Suction_Pressure,Location_Discharge_Temperature,Downstream_Suction_Temperature,DRA1_Concentration,DRA1_Flow_Rate,IntervalStartDateTime,BatchName,FacilityMnemonic,ScadaCommodityCode,Commodity,Actual_Pressure_Drop,Average_Temperature,lastSlice,Estimated_Viscosity,Reynolds_Number,Friction_Factor,Frictional_Pressure_Loss,Frictional_Pressure_Loss_Over_Segment,Elevation_Pressure_Loss_Over_Segment,Theoretical_Pressure_Loss_Over_Segment,DRA_Effectiveness,Date_Time,DRA1_type
12/1/2018 1:00,-1,5474,0,16131.92,5474,15931,911.5234049,464.4560567,337.3486111,23.53905614,25.29722703,0,0,12/1/2018 1:00,PDH/0023/0,CRNDL-SYN,PDH5,PDH,127.1074456,24.41814159,TRUE,147.2969516,0,0,0,0,-490.3930462,-490.3930462,,12/1/2018 1:00,Heavy
12/3/2018 19:00,3824.288889,4358,0,15802.33,4358,15899,907.4189453,3988.808889,2385.587908,29.73485023,27.70000076,0,0,12/3/2018 19:00,WDB/0085/0,CRNDL-SYN,WDB5,WDB,1603.220981,28.7174255,FALSE,116.1426978,15695.05792,0.02760881,101.8879047,3892.534229,-488.1848764,3404.349353,52.90668452,12/3/2018 19:00,Heavy
12/3/2018 19:15,3394.176111,5206.544028,848.5440277,15802.33,4358,15899,906.8303583,3475.018333,2152.232648,29.69530576,27.70000076,0,0,12/3/2018 19:00,WDB/0085/0,CRNDL-SYN,WDB5,WDB,1322.785685,28.69765326,FALSE,116.1426978,13929.85525,0.028445754,82.637649,3157.095814,-487.8682208,2669.227593,50.44312862,12/3/2018 19:15,Heavy
12/3/2018 19:30,3672.348333,6124.631111,918.0870833,15802.33,4358,15899,906.7690165,4742.103148,3241.505556,29.96450028,27.70000076,0,0,12/3/2018 19:00,WDB/0085/0,CRNDL-SYN,WDB5,WDB,1500.597592,28.83225052,FALSE,116.1426978,15071.48687,0.027889042,94.83828959,3623.210131,-487.8352194,3135.374911,52.13977166,12/3/2018 19:30,Heavy
12/3/2018 19:45,3736.396667,7058.730278,934.0991668,15802.33,4358,15899,906.7439948,5192.215494,3651.494444,30,27.70000076,0,0,12/3/2018 19:00,WDB/0085/0,CRNDL-SYN,WDB5,WDB,1540.72105,28.85000038,FALSE,116.1426978,15334.34419,0.027769011,97.74999831,3734.4493,-487.8217579,3246.627542,52.5439543,12/3/2018 19:45,Heavy
12/3/2018 20:00,3739.306111,8065,0,15802.33,8065,15899,906.7189731,5305.04729,3763.246311,30,27.70000076,0,0,12/3/2018 20:00,WDB/0085/0,CRNDL-SYN,WDB5,WDB,1541.800979,28.85000038,FALSE,116.1426978,15346.28468,0.027763625,97.88060086,3739.438851,-487.8082964,3251.630555,52.58375904,12/3/2018 20:00,Heavy
12/3/2018 20:15,3736.750556,8999.187639,934.187639,15802.33,8065,15899,906.7008435,5315.396846,3776.549585,30,27.70000076,0,0,12/3/2018 20:00,WDB/0085/0,CRNDL-SYN,WDB5,WDB,1538.847261,28.85000038,FALSE,116.1426978,15335.79656,0.027768355,97.76155576,3734.890842,-487.7985428,3247.092299,52.60845337,12/3/2018 20:15,Heavy
12/3/2018 20:30,3730.472778,9931.805834,932.6181945,15802.33,8065,15899,906.7000122,5308.353083,3774.763548,29.99343243,27.70000076,0,0,12/3/2018 20:00,WDB/0085/0,CRNDL-SYN,WDB5,WDB,1533.589535,28.8467166,FALSE,116.1426978,15310.03227,0.027779994,97.47409817,3723.908787,-487.7980956,3236.110692,52.61010265,12/3/2018 20:30,Heavy
12/3/2018 20:45,3719.812222,10861.75889,929.9530555,15802.33,8065,15899,906.7000122,5265.993954,3742.174111,29.96935472,27.70000076,0,0,12/3/2018 20:00,WDB/0085/0,CRNDL-SYN,WDB5,WDB,1523.819843,28.83467774,FALSE,116.1426978,15266.28086,0.027799819,96.98695717,3705.298011,-487.7980956,3217.499915,52.63963067,12/3/2018 20:45,Heavy
12/3/2018 21:00,3714.709444,11833,0,15802.33,11833,15899,906.7000122,5238.744203,3718.714491,29.94432682,27.69987839,0,0,12/3/2018 21:00,WDB/0085/0,CRNDL-SYN,WDB5,WDB,1520.029712,28.8221026,FALSE,116.1426978,15245.33882,0.027809336,96.75416142,3696.404262,-487.7980956,3208.606167,52.62647913,12/3/2018 21:00,Heavy
12/3/2018 21:15,3710.583889,12760.64597,927.6459723,15802.33,11833,15899,906.7000122,5219.06876,3703.386503,29.91929891,27.68501183,0,0,12/3/2018 21:00,WDB/0085/0,CRNDL-SYN,WDB5,WDB,1515.682257,28.80215537,FALSE,116.1426978,15228.40735,0.027817044,96.56612738,3689.220593,-487.7980956,3201.422498,52.65597534,12/3/2018 21:15,Heavy
12/3/2018 21:30,3707.505556,13687.52236,926.876389,15802.33,11833,15899,906.7000122,5205.07799,3692.337414,29.90091941,27.65998393,0,0,12/3/2018 21:00,WDB/0085/0,CRNDL-SYN,WDB5,WDB,1512.740576,28.78045167,FALSE,116.1426978,15215.77373,0.027822802,96.42592804,3683.864406,-487.7980956,3196.06631,52.66867364,12/3/2018 21:30,Heavy
12/3/2018 21:45,3706.785519,14614.21874,926.6963797,15802.33,11833,15899,906.7000122,5197.113126,3687.020938,29.89999962,27.63495602,0,0,12/3/2018 21:00,WDB/0085/0,CRNDL-SYN,WDB5,WDB,1510.092188,28.76747782,FALSE,116.1426978,15212.81867,0.02782415,96.39314763,3682.61206,-487.7980956,3194.813965,52.73301655,12/3/2018 21:45,Heavy
12/3/2018 22:00,3706.422259,15694,0,15802.33,15694,15899,906.7000122,5196.100875,3688.106673,29.89999962,27.60993936,0,0,12/3/2018 22:00,WDB/0085/0,CRNDL-SYN,WDB5,WDB,1507.994202,28.75496949,TRUE,116.1426978,15211.32783,0.027824831,96.3766117,3681.980321,-487.7980956,3194.182225,52.73301655,12/3/2018 22:00,Heavy
12/3/2018 22:15,3705.472222,926.3680555,0,15802.33,15694,15899,906.7202839,5200.80812,3694.117439,29.89999962,27.58501145,0,0,12/3/2018 22:00,CDB/5055/0,CRNDL-SYN,CDB5,CDB,1506.690681,28.74250554,FALSE,100.9264042,17500.19557,0.026876753,93.04712772,3554.78043,-487.8090016,3066.971428,50.87366425,12/3/2018 22:15,Heavy
12/3/2018 22:30,3807.685556,1878.289445,951.921389,15802.33,15694,15899,906.878041,4911.716556,3329.810208,29.85173413,27.55998354,0,0,12/3/2018 22:00,CDB/5055/0,CRNDL-SYN,CDB5,CDB,1581.906348,28.70585884,FALSE,100.9264042,17982.92847,0.026698312,97.61589989,3729.326192,-487.8938738,3241.432319,51.19730438,12/3/2018 22:30,Heavy
12/3/2018 22:45,3912.211111,2856.342222,978.0527778,15802.33,15694,15899,908.143482,3750.136111,2110.202172,29.61431277,27.53495564,0,0,12/3/2018 22:00,CDB/5055/0,CRNDL-SYN,CDB5,CDB,1639.933939,28.57463421,FALSE,100.9264042,18476.58151,0.026522479,102.5129824,3916.414751,-488.5746719,3427.840079,52.15838834,12/3/2018 22:45,Heavy
12/3/2018 23:00,4164.491111,3732,0,16048.71,3732,15899,909.19198,3930.272778,2123.912005,29.67264217,27.51006136,0,0,12/3/2018 23:00,CDB/5055/0,CRNDL-SYN,CDB5,CDB,1806.360773,28.59135177,FALSE,100.9264042,19668.04891,0.026123312,114.5442864,4376.059718,-489.1387563,3886.920962,53.52720596,12/3/2018 23:00,Heavy
12/3/2018 23:15,4217.242657,4786.310664,1054.310664,16048.71,3732,15899,908.1460828,4020.317778,2173.90749,29.63404854,27.5,0,0,12/3/2018 23:00,CDB/5055/0,CRNDL-SYN,CDB5,CDB,1846.410288,28.56702427,FALSE,100.9264042,19917.18379,0.026044003,116.9731951,4468.853955,-488.5760711,3980.277884,53.61102059,12/3/2018 23:15,Heavy
12/3/2018 23:30,3886.837343,5758.02,971.7093358,16048.71,3732,15899,907.1359619,3675.528889,2045.056111,29.62729048,27.5,0,0,12/3/2018 23:00,CDB/5055/0,CRNDL-SYN,CDB5,CDB,1630.472778,28.56364524,FALSE,100.9264042,18356.74634,0.026564569,101.2356786,3867.61653,-488.0326334,3379.583896,51.75522112,12/3/2018 23:30,Heavy
12/3/2018 23:45,4225.52,6814.4,1056.38,16048.71,3732,15899,906.8817765,4030.908333,2171.830023,29.72141312,27.5,0,0,12/3/2018 23:00,CDB/5055/0,CRNDL-SYN,CDB5,CDB,1859.07831,28.61070656,FALSE,100.9264042,19956.276,0.026031682,117.2138516,4478.048016,-487.8958834,3990.152133,53.40833512,12/3/2018 23:45,Heavy
12/4/2018 0:00,4221.345556,7868,0,16048.71,7868,15899,906.849061,4101.731667,2240.041454,29.74644054,27.50012237,0,0,12/4/2018 0:00,CDB/5055/0,CRNDL-SYN,CDB5,CDB,1861.690213,28.62328145,FALSE,100.9264042,19936.56095,0.026037892,117.0060576,4470.109437,-487.8782827,3982.231154,53.25007161,12/4/2018 0:00,Heavy
12/4/2018 0:15,4174.688889,8911.672222,1043.672222,16048.71,7868,15899,906.8163455,3968.186483,2135.485295,29.77146797,27.51498893,0,0,12/4/2018 0:00,CDB/5055/0,CRNDL-SYN,CDB5,CDB,1832.701188,28.64322845,FALSE,100.9264042,19716.21095,0.026107874,114.7373445,4383.435326,-487.860682,3895.574644,52.95427876,12/4/2018 0:15,Heavy
12/4/2018 0:30,4159.599444,9951.572083,1039.899861,16048.71,7868,15899,906.7125787,3925.681088,2098.744681,29.796959,27.54001684,0,0,12/4/2018 0:00,CDB/5055/0,CRNDL-SYN,CDB5,CDB,1826.936407,28.66848792,FALSE,100.9264042,19644.94656,0.026130736,113.9961069,4355.117021,-487.8048562,3867.312165,52.75953093,12/4/2018 0:30,Heavy
12/4/2018 0:45,4185.137778,10997.85653,1046.284445,16048.71,7868,15899,906.7374335,3967.294352,2117.526131,29.82822515,27.56504474,0,0,12/4/2018 0:00,CDB/5055/0,CRNDL-SYN,CDB5,CDB,1849.768221,28.69663495,FALSE,100.9264042,19765.55894,0.026092109,115.2327593,4402.362195,-487.8182279,3914.543967,52.7462653,12/4/2018 0:45,Heavy
12/4/2018 1:00,4196.194444,12111,0,16048.71,12111,15899,906.7624552,3981.835855,2122.165807,29.86121648,27.58968213,0,0,12/4/2018 1:00,CDB/5055/0,CRNDL-SYN,CDB5,CDB,1859.670048,28.7254493,FALSE,100.9264042,19817.77734,0.026075485,115.7718168,4422.956397,-487.8316894,3935.124708,52.74177603,12/4/2018 1:00,Heavy
12/4/2018 1:15,3863.861111,13076.96528,965.9652778,16048.71,12111,15899,906.7874769,3703.563889,2062.794942,29.88503225,27.568535,0,0,12/4/2018 1:00,CDB/5055/0,CRNDL-SYN,CDB5,CDB,1640.768947,28.72678362,FALSE,100.9264042,18248.23425,0.026603006,100.1486162,3826.086302,-487.8451509,3338.241151,50.8492984,12/4/2018 1:15,Heavy
12/4/2018 1:30,2998.172778,13826.50847,749.5431945,16048.71,12111,15899,906.6311862,2850.667778,1743.827037,29.49453756,27.49783326,0,0,12/4/2018 1:00,CDB/5055/0,CRNDL-SYN,CDB5,CDB,1106.840741,28.49618541,FALSE,106.5227311,13415.8596,0.028717302,65.08086542,2486.354951,-487.7610677,1998.593884,44.61902691,12/4/2018 1:30,Heavy
12/4/2018 1:45,3055.438889,14590.36819,763.8597223,16048.71,12111,15899,906.6352315,2901.343324,1766.187672,29.4327298,27.39999962,0,0,12/4/2018 1:00,CDB/5055/0,CRNDL-SYN,CDB5,CDB,1135.155652,28.41636471,FALSE,106.5227311,13672.10705,0.02858017,67.2682794,2569.923102,-487.763244,2082.159858,45.48182036,12/4/2018 1:45,Heavy
12/4/2018 2:00,3056.255,15365,0,16048.71,15365,15899,906.6612828,2898.572683,1762.798968,29.46033727,27.39999962,0,0,12/4/2018 2:00,CDB/5055/0,CRNDL-SYN,CDB5,CDB,1135.773715,28.43016845,TRUE,106.5227311,13675.75888,0.028578241,67.30161087,2571.196501,-487.7772594,2083.419241,45.48182036,12/4/2018 2:00,Heavy
12/4/2018 2:15,3216.956667,804.2391668,0,16048.71,15365,15899,906.688483,3017.45066,1770.557989,29.49425382,27.39999962,0,0,12/4/2018 2:00,CL/5704/0,CRNDL-SYN,CL5,CL,1246.892671,28.44712672,FALSE,109.8989919,13952.61604,0.028434048,74.19129107,2834.410432,-487.7918929,2346.618539,46.86427939,12/4/2018 2:15,Heavy
12/4/2018 2:30,3835.257778,1763.053611,958.8144445,16048.71,15365,15899,906.7131258,3648.843333,2009.873333,29.62792942,27.39999962,0,0,12/4/2018 2:00,CL/5704/0,CRNDL-SYN,CL5,CL,1638.97,28.51396452,FALSE,104.1613741,17550.60127,0.026857808,99.60824716,3805.441998,-487.8051506,3317.636847,50.59826993,12/4/2018 2:30,Heavy
12/4/2018 2:45,4218.231667,2817.611528,1054.557917,16048.71,15365,15899,906.8659063,4142.316111,2243.347778,29.68224429,27.39999962,0,0,12/4/2018 2:00,CL/5704/0,CRNDL-SYN,CL5,CL,1898.968333,28.54112196,FALSE,104.1613741,19303.13589,0.026241984,117.7514647,4498.587033,-487.8873454,4010.699688,52.6524427,12/4/2018 2:45,Heavy
12/4/2018 3:00,3431.226111,2844,0,23099.5,2844,15971,907.1116227,3226.783889,1853.631667,29.499007,27.39999962,0,0,12/4/2018 3:00,CL/5704/0,CRNDL-SYN,CL5,CL,1373.152222,28.44950331,FALSE,109.8989919,14881.94758,0.027977389,83.08685148,3174.257184,-488.019539,2686.237644,48.88195299,12/4/2018 3:00,Heavy
12/4/2018 3:15,3639.109381,3753.777345,909.7773453,23099.5,2844,15971,908.043355,3390.325942,1887.341729,29.37248934,27.39999962,0,0,12/4/2018 3:00,CL/5704/0,CRNDL-SYN,CL5,CL,1502.984213,28.38624448,FALSE,109.8989919,15783.58094,0.027570265,92.19416954,3522.193942,-488.5208043,3033.673138,50.45661992,12/4/2018 3:15,Heavy
12/4/2018 3:30,3720.985063,4684.023611,930.2462658,23099.5,2844,15971,908.7498873,3497.437391,1943.832356,29.34196005,27.39912054,0,0,12/4/2018 3:00,CL/5704/0,CRNDL-SYN,CL5,CL,1553.605035,28.37054029,FALSE,109.8989919,16138.69295,0.027418567,95.9335868,3665.054959,-488.9009136,3176.154046,51.0853374,12/4/2018 3:30,Heavy
12/4/2018 3:45,3487.891111,5555.996389,871.9727778,23099.5,2844,15971,908.9398596,3228.487222,1822.078137,29.29823666,27.36570586,0,0,12/4/2018 3:00,CL/5704/0,CRNDL-SYN,CL5,CL,1406.409085,28.33197126,FALSE,109.8989919,15127.71557,0.027863125,85.67547556,3273.153199,-489.0031174,2784.150082,49.48515549,12/4/2018 3:45,Heavy
12/4/2018 4:00,2537.437778,6193,0,23099.5,6193,15971,908.890246,2157.396667,1284.444005,28.97222531,27.29822122,0,0,12/4/2018 4:00,CL/5704/0,CRNDL-SYN,CL5,CL,872.952662,28.13522327,FALSE,109.8989919,11005.40004,0.030213066,49.16575941,1878.33288,-488.9764256,1389.356454,37.16856034,12/4/2018 4:00,Heavy
12/4/2018 4:15,2782.624444,6888.656111,695.656111,23099.5,6193,15971,908.9000244,2264.719475,1280.280271,28.69379383,27.18303741,0,0,12/4/2018 4:00,CL/5704/0,CRNDL-SYN,CL5,CL,984.439204,27.93841562,FALSE,109.8989919,12068.82606,0.029502471,57.73636262,2205.764938,-488.9816863,1716.783252,42.65792126,12/4/2018 4:15,Heavy
12/4/2018 4:30,2846.212361,7600.209201,711.5530903,23099.5,6193,15971,908.9000244,2333.335859,1316.495308,28.60336849,27.1580095,0,0,12/4/2018 4:00,CL/5704/0,CRNDL-SYN,CL5,CL,1016.840551,27.880689,FALSE,109.8989919,12344.6202,0.029332168,60.05657927,2294.406693,-488.9816863,1805.425007,43.67860493,12/4/2018 4:30,Heavy
12/4/2018 4:45,2904.974306,8326.452778,726.2435765,23099.5,6193,15971,908.9000244,2401.011333,1352.883009,28.57133229,27.1329816,0,0,12/4/2018 4:00,CL/5704/0,CRNDL-SYN,CL5,CL,1048.128324,27.85215695,FALSE,109.8989919,12599.48308,0.029179386,62.23612899,2377.674398,-488.9816863,1888.692711,44.50508981,12/4/2018 4:45,Heavy
12/4/2018 5:00,2980.717778,9043,0,23099.5,9043,15971,908.9036003,2500.688591,1410.877034,28.54598722,27.10797372,0,0,12/4/2018 5:00,CL/5704/0,CRNDL-SYN,CL5,CL,1089.811557,27.82698047,FALSE,109.8989919,12927.99841,0.028988617,65.09576802,2486.924292,-488.9836101,1997.940681,45.45325759,12/4/2018 5:00,Heavy
12/4/2018 5:15,2986.821111,9789.705278,746.7052777,23099.5,9043,15971,908.9322338,2510.683631,1418.544249,28.52064215,27.08303702,0,0,12/4/2018 5:00,CL/5704/0,CRNDL-SYN,CL5,CL,1092.139382,27.80183959,FALSE,109.8989919,12954.46985,0.028973536,65.33067545,2495.898715,-488.9990147,2006.899701,45.5807691,12/4/2018 5:15,Heavy
12/4/2018 5:30,2972.767407,10532.89713,743.1918518,23099.5,9043,15971,908.9657078,2472.997757,1389.089564,28.50778732,27.05800912,0,0,12/4/2018 5:00,CL/5704/0,CRNDL-SYN,CL5,CL,1083.908193,27.78289822,FALSE,109.8989919,12893.51599,0.029008326,64.79742485,2475.526364,-489.0170235,1986.50934,45.43654183,12/4/2018 5:30,Heavy
12/4/2018 5:45,2962.738148,11273.58167,740.684537,23099.5,9043,15971,909.0363837,2460.98263,1385.023811,28.53711279,27.03298122,0,0,12/4/2018 5:00,CL/5704/0,CRNDL-SYN,CL5,CL,1075.958819,27.78504701,FALSE,109.8989919,12850.01698,0.029033293,64.42134815,2461.158697,-489.0550466,1972.103651,45.44106145,12/4/2018 5:45,Heavy
12/4/2018 6:00,2959.278333,12151,0,23099.5,12151,15971,909.045415,2458.34239,1385.418408,28.56992371,27.00876434,0,0,12/4/2018 6:00,CL/5704/0,CRNDL-SYN,CL5,CL,1072.923982,27.78934403,FALSE,109.8989919,12835.01104,0.029041932,64.29074091,2456.168967,-489.0599054,1967.109062,45.4568126,12/4/2018 6:00,Heavy
12/4/2018 6:15,3110.873333,12928.71833,777.7183333,23099.5,12151,15971,908.9695437,2712.023889,1549.860453,28.677696,27.01696336,0,0,12/4/2018 6:00,CL/5704/0,CRNDL-SYN,CL5,CL,1162.163436,27.84732968,FALSE,109.8989919,13492.51036,0.028675907,70.14502375,2679.82649,-489.0190872,2190.807403,46.95273375,12/4/2018 6:15,Heavy
12/4/2018 6:30,3335.432778,13762.57653,833.8581945,23099.5,12151,15971,908.8856413,3189.141873,1893.039815,29.03066728,27.04199126,0,0,12/4/2018 6:00,CL/5704/0,CRNDL-SYN,CL5,CL,1296.102058,28.03632927,FALSE,109.8989919,14466.47179,0.028176565,79.22593799,3026.754514,-488.9739483,2537.780566,48.92773334,12/4/2018 6:30,Heavy
12/4/2018 6:45,3618.623889,14667.2325,904.6559723,23099.5,12151,15971,908.821297,3501.52346,2029.337963,29.12942207,27.06701917,0,0,12/4/2018 6:00,CL/5704/0,CRNDL-SYN,CL5,CL,1472.185497,28.09822062,FALSE,109.8989919,15694.73106,0.027608953,91.36524862,3490.525776,-488.9393315,3001.586445,50.95308684,12/4/2018 6:45,Heavy
12/4/2018 7:00,3787.978889,15723,0,23099.5,15723,15971,908.846334,3723.326889,2145.876111,29.15444998,27.09163154,0,0,12/4/2018 7:00,CL/5704/0,CRNDL-SYN,CL5,CL,1577.450778,28.12304076,FALSE,109.8989919,16429.25923,0.027297802,98.99173799,3781.888829,-488.9528013,3292.936027,52.0959179,12/4/2018 7:00,Heavy
12/4/2018 7:15,3847.626111,16684.90653,961.9065278,23099.5,15723,15971,908.871371,3805.205139,2191.788889,29.17947788,27.10000038,0,0,12/4/2018 7:00,CL/5704/0,CRNDL-SYN,CL5,CL,1613.41625,28.13973913,FALSE,109.8989919,16687.96175,0.027192715,101.7434446,3887.015264,-488.966271,3398.048993,52.51933526,12/4/2018 7:15,Heavy
12/4/2018 7:30,3890.352222,17657.49458,972.5880555,23099.5,15723,15971,908.8914661,3795.624306,2154.458889,29.207262,27.10000038,0,0,12/4/2018 7:00,CL/5704/0,CRNDL-SYN,CL5,CL,1641.165417,28.15363119,FALSE,109.8989919,16873.27385,0.027118801,103.735181,3963.107731,-488.977082,3474.130649,52.76040015,12/4/2018 7:30,Heavy
12/4/2018 7:45,4070.869444,18675.21194,1017.717361,23099.5,15723,15971,908.8536394,3941.066111,2175.666481,29.24401007,27.10000038,0,0,12/4/2018 7:00,CL/5704/0,CRNDL-SYN,CL5,CL,1765.39963,28.17200523,FALSE,109.8989919,17656.21492,0.026818352,112.3223309,4291.171942,-488.9567315,3802.21521,53.56918185,12/4/2018 7:45,Heavy
12/4/2018 8:00,3397.43,19634,0,23099.5,19634,15971,908.7867408,3399.919444,2086.62963,29.28172452,27.09715023,0,0,12/4/2018 8:00,CL/5704/0,CRNDL-SYN,CL5,CL,1313.289814,28.18943738,FALSE,109.8989919,14735.36675,0.028046778,81.81100143,3125.514499,-488.9207406,2636.593759,50.18990659,12/4/2018 8:00,Heavy
12/4/2018 8:15,584.0344444,19780.00861,146.0086111,23099.5,19634,15971,908.8623859,2216.665,2030.462778,28.75070512,26.92092237,0,0,12/4/2018 8:00,CL/5704/0,CRNDL-SYN,CL5,CL,186.202222,27.83581375,FALSE,109.8989919,2533.079927,0.045915894,3.958255406,151.2215282,-488.9614371,-337.7399088,155.1318388,12/4/2018 8:15,Heavy
12/4/2018 8:30,-1,19779.75861,-0.25,23099.5,19634,15971,908.8691346,2451.561241,2321.629932,28.34529162,26.65856795,0,0,12/4/2018 8:00,CL/5704/0,CRNDL-SYN,CL5,CL,129.931309,27.50192979,FALSE,109.8989919,0,0,0,0,-488.9650678,-488.9650678,126.5727181,12/4/2018 8:30,Heavy
12/4/2018 8:45,-1,19779.50861,-0.25,23099.5,19634,15971,909.3566878,2428.238203,2298.634512,28.22702538,26.49106578,0,0,12/4/2018 8:00,CL/5704/0,CRNDL-SYN,CL5,CL,129.603691,27.35904558,FALSE,116.0427633,0,0,0,0,-489.2273679,-489.2273679,126.4915047,12/4/2018 8:45,Heavy
12/4/2018 9:00,-1,19840,0,23099.5,19840,15971,909.9067183,2401.184921,2271.547778,27.95975382,26.4286527,0,0,12/4/2018 9:00,CL/5704/0,CRNDL-SYN,CL5,CL,129.637143,27.19420326,FALSE,116.0427633,0,0,0,0,-489.5232804,-489.5232804,126.4823244,12/4/2018 9:00,Heavy
12/4/2018 9:15,-1,19839.75,-0.25,23099.5,19840,15971,910.2401847,2370.600623,2241.770278,27.63635218,26.29236452,0,0,12/4/2018 9:00,CL/5704/0,CRNDL-SYN,CL5,CL,128.830345,26.96435835,FALSE,116.0427633,0,0,0,0,-489.7026829,-489.7026829,126.30787,12/4/2018 9:15,Heavy
12/4/2018 9:30,-1,19839.5,-0.25,23099.5,19840,15971,910.5474214,2339.450012,2210.543333,27.29398666,26.2553176,0,0,12/4/2018 9:00,CL/5704/0,CRNDL-SYN,CL5,CL,128.906679,26.77465213,FALSE,116.0427633,0,0,0,0,-489.8679741,-489.8679741,126.3145757,12/4/2018 9:30,Heavy
12/4/2018 9:45,-1,19839.25,-0.25,23099.5,19840,15971,910.8763938,2306.979938,2178.178889,27.09336947,26.22424072,0,0,12/4/2018 9:00,CL/5704/0,CRNDL-SYN,CL5,CL,128.801049,26.65880509,FALSE,116.0427633,0,0,0,0,-490.0449589,-490.0449589,126.2835168,12/4/2018 9:45,Heavy
12/4/2018 10:00,-1,19840,0,23099.5,19840,15971,911.232918,2274.073139,2144.989444,26.90460165,26.12938537,0,0,12/4/2018 10:00,CL/5704/0,CRNDL-SYN,CL5,CL,129.083695,26.51699351,FALSE,116.0427633,0,0,0,0,-490.2367663,-490.2367663,126.3308882,12/4/2018 10:00,Heavy
12/4/2018 10:15,-1.103098782,19839.72423,-0.275774696,23099.5,19840,15971,911.5966129,2240.885849,2112.265534,26.73234589,26.09980067,0,0,12/4/2018 10:00,CL/5704/0,CRNDL-SYN,CL5,CL,128.620315,26.41607328,FALSE,122.6270109,0,0,0,0,-490.4324316,-490.4324316,126.2258992,12/4/2018 10:15,Heavy
12/4/2018 10:30,-1.625690608,19839.3178,-0.406422652,23099.5,19840,15971,911.9205716,2206.540903,2077.455964,26.5560982,26.07602525,0,0,12/4/2018 10:00,CL/5704/0,CRNDL-SYN,CL5,CL,129.084939,26.31606173,FALSE,122.6270109,0,0,0,0,-490.606719,-490.606719,126.3112864,12/4/2018 10:30,Heavy
12/4/2018 10:45,-1.004143646,19839.06677,-0.251035912,23099.5,19840,15971,912.2500123,2173.140946,2043.342979,26.37180326,26.03591814,0,0,12/4/2018 10:00,CL/5704/0,CRNDL-SYN,CL5,CL,129.797967,26.2038607,FALSE,122.6270109,0,0,0,0,-490.7839558,-490.7839558,126.4470681,12/4/2018 10:45,Heavy
12/4/2018 11:00,-0.382596685,19840,0,23099.5,19840,15971,912.466928,2138.560684,2009.653089,26.16302923,25.93835463,0,0,12/4/2018 11:00,CL/5704/0,CRNDL-SYN,CL5,CL,128.907595,26.05069193,FALSE,122.6270109,0,0,0,0,-490.9006548,-490.9006548,126.2594058,12/4/2018 11:00,Heavy
12/4/2018 11:15,-0.529419538,19839.86765,-0.132354885,23099.5,19840,15971,912.6484504,2104.383913,1975.775623,25.97891007,25.87246892,0,0,12/4/2018 11:00,CL/5704/0,CRNDL-SYN,CL5,CL,128.60829,25.9256895,FALSE,122.6270109,0,0,0,0,-490.9983126,-490.9983126,126.1932244,12/4/2018 11:15,Heavy
12/4/2018 11:30,-1.54333644,19839.48181,-0.38583411,23099.5,19840,15971,912.9201096,2070.798794,1942.436008,25.77675663,25.84744102,0,0,12/4/2018 11:00,CL/5704/0,CRNDL-SYN,CL5,CL,128.362786,25.81209883,FALSE,122.6270109,0,0,0,0,-491.1444633,-491.1444633,126.135444,12/4/2018 11:30,Heavy
12/4/2018 11:45,-1.999171585,19838.98202,-0.499792896,23099.5,19840,15971,913.1915028,2036.539266,1908.572814,25.57952067,25.82241312,0,0,12/4/2018 11:00,CL/5704/0,CRNDL-SYN,CL5,CL,127.966452,25.7009669,FALSE,122.6270109,0,0,0,0,-491.2904709,-491.2904709,126.0470047,12/4/2018 11:45,Heavy
12/4/2018 12:00,-2,19840,0,23099.5,19840,15971,913.4485962,2002.45053,1874.606326,25.36024041,25.79506957,0,0,12/4/2018 12:00,CL/5704/0,CRNDL-SYN,CL5,CL,127.844204,25.57765499,FALSE,122.6270109,0,0,0,0,-491.4287853,-491.4287853,126.0147976,12/4/2018 12:00,Heavy
12/4/2018 12:15,-1.990841359,19839.50229,-0.49771034,23099.5,19840,15971,913.6979003,1968.645146,1840.873657,25.15047048,25.75790804,0,0,12/4/2018 12:00,CL/5704/0,CRNDL-SYN,CL5,CL,127.771489,25.45418926,FALSE,129.6893959,0,0,0,0,-491.5629091,-491.5629091,125.9929068,12/4/2018 12:15,Heavy
12/4/2018 12:30,-1.45666356,19839.13812,-0.36416589,23099.5,19840,15971,914.0018144,1935.549904,1807.50224,24.94949404,25.71964332,0,0,12/4/2018 12:00,CL/5704/0,CRNDL-SYN,CL5,CL,128.047664,25.33456868,FALSE,129.6893959,0,0,0,0,-491.7264127,-491.7264127,126.0404283,12/4/2018 12:30,Heavy
12/4/2018 12:45,-1.000828415,19838.88792,-0.250207104,23099.5,19840,15971,914.2401775,1902.126365,1774.324722,24.75475873,25.58943082,0,0,12/4/2018 12:00,CL/5704/0,CRNDL-SYN,CL5,CL,127.801643,25.17209477,FALSE,129.6893959,0,0,0,0,-491.8546503,-491.8546503,125.9836199,12/4/2018 12:45,Heavy
